st_id,password,first_name,last_name,age,gender,nationality,interest,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
50932,SeWqz,Isabela,Torres,19,Female,Thailand,Financial Analysis,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,
33123,eH2YN,Miguel,Fernandez,22,Male,Indonesia,Market Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
46524,Rzg2U,Jose,Morales,32,Male,Philippines,Machine Learning,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
05020,uDGU8,Fernando,Ramos,18,Male,Malaysia,Economic Theory,BCO7000,Business Analytics,1,12,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
70448,P1aG3,Ismael,Rivera,35,Male,Cambodia,Business Intelligence,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,
40504,EhZBO,Ricardo,Garcia,23,Male,Vietnam,Business Intelligence,WOM1000,Women in STEM,1,12,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
72747,itRvU,Luisa,Rivera,24,Female,Vietnam,Market Analysis,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
51633,ECIBI,Ricardo,Garcia,22,Male,Myanmar,General Business Interest,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,
42019,pCpXK,Luisa,Gonzalez,26,Female,Thailand,Programming (Python),BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
96512,y59SI,Angelica,Ramos,35,Female,Cambodia,Data Science,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,1,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
44355,xT982,Alicia,Ramos,28,Female,Thailand,General Business Interest,WOM1000,Women in STEM,1,12,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,,,,,
16023,z4ypo,Juan,Fernandez,18,Male,Malaysia,Programming (Python),BCO7002,Experience Management,4,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
25583,C3sLV,Antonio,Fernandez,22,Male,Singapore,Market Analysis,BCO7000,Business Analytics,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
60811,pl5s1,Carlos,Torres,35,Male,Malaysia,General Business Interest,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,
62141,WvsuU,Roberto,Cruz,18,Male,Malaysia,Economic Theory,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
13392,vJeRX,Alicia,Reyes,22,Female,Thailand,Customer Experience,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
91600,VE5Ek,Angelica,Martinez,27,Female,Malaysia,Leadership and Empowerment,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
38131,b2bIn,Carlos,Martinez,34,Male,Thailand,Programming (Python),BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,
48622,UAXdO,Rosa,Martinez,35,Female,Cambodia,Quantitative Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,
32929,JeocJ,Isabela,Morales,23,Female,Singapore,Economic Theory,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
29480,d7byK,Ricardo,Garcia,27,Male,Laos,Programming (Python),WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
38577,owHA9,Alberto,Cruz,35,Male,Cambodia,Programming (Python),BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
32516,35KTr,Ricardo,Martinez,29,Male,Cambodia,Data Science,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
35563,HlLtU,Veronica,Martinez,30,Female,Thailand,Business Intelligence,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
44490,8gjFq,Jose,Gonzalez,31,Male,Cambodia,Business Intelligence,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
60931,yPTLw,Jose,Cruz,29,Male,Thailand,Programming (Python),BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,
43741,fly3I,Angelica,Martinez,29,Female,Myanmar,Customer Experience,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
07199,QOp8I,Isabela,Santos,33,Female,Myanmar,Data Science,BCO7007,Machine Learning,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
46379,AFGR0,Rosa,Santos,22,Female,Singapore,Customer Experience,BCO7002,Experience Management,4,12,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
99193,J5RCP,Carlos,Gonzalez,29,Male,Singapore,Financial Analysis,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,
44382,8a2YY,Sofia,Garcia,30,Female,Cambodia,Quantitative Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BCO7005,Data Security and Governance,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
40287,Mox6H,Miguel,Cruz,30,Male,Laos,Data Science,WOM1000,Women in STEM,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
57030,BvsAG,Veronica,Ramos,24,Female,Philippines,Economic Theory,BCO6008,Predictive Analytics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
53531,XN7D9,Rosa,Morales,30,Female,Malaysia,Economic Theory,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
33473,AjBA7,Alicia,Reyes,35,Female,Vietnam,Economic Theory,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
70014,Y0OZr,Rosa,Rivera,22,Female,Vietnam,Programming (Python),BCO7007,Machine Learning,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
84145,YHhJo,Angelica,Gonzalez,21,Female,Vietnam,Business Strategy,BEO6000,Data Analysis for Business,3,12,BAO6504,Accounting for Management,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
61449,WxNhp,Alicia,Morales,18,Female,Brunei,Market Analysis,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
67494,KC6T0,Ismael,Fernandez,35,Male,Brunei,Customer Experience,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
75254,qVWw4,Antonio,Martinez,30,Male,Philippines,Customer Experience,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
64669,F0Bku,Ismael,Cruz,20,Male,Indonesia,Data Science,BCO7004,Business Data Mining and Warehousing,4,12,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
73089,YwfHu,Fernando,Reyes,30,Male,Malaysia,General Business Interest,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
61171,kyeqG,Isabela,Cruz,30,Female,Vietnam,Quantitative Analysis,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
09363,Q9JL7,Carmen,Santos,24,Female,Myanmar,Data Science,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
69743,1dDUy,Sofia,Morales,23,Female,Singapore,General Business Interest,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,4,12.0,,,,
24806,G90t3,Jose,Flores,35,Male,Malaysia,Quantitative Analysis,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BAO6504,Accounting for Management,1,12.0,,,,
18543,XdBX3,Alicia,Flores,33,Female,Indonesia,Business Strategy,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
66406,p4CKa,Jessica,Martinez,26,Female,Indonesia,Financial Analysis,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
43461,Ex0WF,Ricardo,Reyes,34,Male,Thailand,Business Intelligence,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,
19611,YnrC1,Veronica,Rivera,34,Female,Malaysia,Quantitative Analysis,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
19887,NVJ4W,Ricardo,Martinez,35,Male,Philippines,Business Intelligence,BCO7006,Coding for Business Analytics,1,12,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,,,,,
96269,bzZ7H,Maria,Morales,21,Female,Indonesia,Business Strategy,WOM1000,Women in STEM,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
85888,QS9Ny,Isabela,Torres,24,Female,Vietnam,Financial Analysis,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
86057,kADF1,Alicia,Garcia,29,Female,Brunei,Customer Experience,BCO7002,Experience Management,4,12,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
39238,pBy5c,Antonio,Cruz,20,Male,Brunei,Business Intelligence,BCO7007,Machine Learning,2,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
69857,KAm4n,Alicia,Fernandez,33,Female,Indonesia,Machine Learning,BCO7004,Business Data Mining and Warehousing,4,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
41073,mx5hk,Alicia,Santos,26,Female,Thailand,Machine Learning,BCO7005,Data Security and Governance,2,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
84488,7sctl,Antonio,Gonzalez,28,Male,Philippines,General Business Interest,BCO7002,Experience Management,4,12,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,,,,,
80544,gBq5A,Rosa,Torres,25,Female,Vietnam,Programming (Python),BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
