st_id,password,first_name,last_name,age,gender,nationality,interest,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
17685,ZqTyE,Angelica,Cruz,18,Female,Thailand,Marketing Strategy and Consumer Behavior,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
72808,9QHXi,Carmen,Morales,32,Female,Thailand,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2.0,12.0,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
39390,1qH17,Angelica,Fernandez,32,Female,Cambodia,Information Technology and Systems,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
56640,VyvKo,Veronica,Martinez,34,Female,Philippines,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
88705,GLRsb,Angelica,Morales,27,Female,Thailand,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
19395,3jf6b,Sofia,Rivera,30,Female,Myanmar,Digital Media and Content Creation,BCO7000,Business Analytics,1,12,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
32520,8XIXn,Rosa,Torres,30,Female,Vietnam,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
98061,ApJNJ,Sofia,Rivera,33,Female,Myanmar,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
22448,QXU5O,Miguel,Flores,24,Male,Malaysia,Leadership and Strategic Management,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
97133,ZKSk4,Antonio,Gonzalez,25,Male,Cambodia,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
25434,3PGpN,Luisa,Morales,28,Female,Laos,Marketing Strategy and Consumer Behavior,BAO6504,Accounting for Management,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
34350,En5Er,Jessica,Reyes,24,Female,Cambodia,Marketing Strategy and Consumer Behavior,WOM1000,Women in STEM,1,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,
45939,Coq6O,Alberto,Martinez,22,Male,Malaysia,Information Technology and Systems,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
16263,mECIR,Isabela,Garcia,29,Female,Thailand,Financial and Managerial Accounting,BCO7005,Data Security and Governance,2,12,BAO6504,Accounting for Management,1.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
79673,RXZEa,Rosa,Ramos,21,Female,Laos,Operations and Supply Chain Management,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,
74375,OQLcH,Fernando,Gonzalez,28,Male,Malaysia,Financial and Managerial Accounting,BCO7003,Analytics Project M anagement,1,12,,,,,,,,,,,,,,,,,,,,
06701,UbeHp,Veronica,Rivera,29,Female,Indonesia,Leadership and Strategic Management,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,
40905,ORwwq,Sofia,Reyes,24,Female,Indonesia,Marketing Strategy and Consumer Behavior,BCO7003,Analytics Project M anagement,1,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
28198,8vlmH,Ricardo,Rivera,30,Male,Brunei,Leadership and Strategic Management,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
59059,Wm9fk,Ricardo,Garcia,35,Male,Laos,Operations and Supply Chain Management,BCO7000,Business Analytics,1,12,BCO6008,Predictive Analytics,2.0,12.0,BCO7002,Experience Management,4.0,12.0,,,,,,,,,,,,
98798,QgQPF,Antonio,Fernandez,21,Male,Thailand,General Business and Management,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2.0,12.0,,,,,,,,,,,,,,,,
33833,vn4rJ,Miguel,Santos,26,Male,Cambodia,Data-Driven Decision Making and Analytics,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
00048,hGb0Y,Angelica,Morales,29,Female,Philippines,General Business and Management,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
56069,nQrU1,Alberto,Ramos,27,Male,Laos,Information Technology and Systems,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
66464,PRBER,Angelica,Fernandez,35,Female,Indonesia,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
75108,4B4HV,Carlos,Gonzalez,30,Male,Vietnam,Leadership and Strategic Management,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
80453,si8qW,Rosa,Gonzalez,35,Female,Myanmar,Operations and Supply Chain Management,BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
80190,3fvb4,Jessica,Garcia,19,Female,Brunei,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
03998,EPZvr,Maria,Ramos,18,Female,Brunei,Marketing Strategy and Consumer Behavior,BCO7006,Coding for Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,
62604,roNvk,Miguel,Rivera,30,Male,Malaysia,Financial and Managerial Accounting,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
76430,WRKsL,Carlos,Gonzalez,20,Male,Philippines,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3.0,12.0,BAO6504,Accounting for Management,1.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,
18363,44alT,Luisa,Flores,20,Female,Cambodia,Information Technology and Systems,BCO7000,Business Analytics,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
04141,BQmO8,Carmen,Cruz,34,Female,Philippines,Digital Media and Content Creation,BCO7002,Experience Management,4,12,BCO7006,Coding for Business Analytics,1.0,12.0,BEO6600,Business Economics,2.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,
10496,eNl3z,Fernando,Torres,26,Male,Brunei,Marketing Strategy and Consumer Behavior,BAO6504,Accounting for Management,1,12,,,,,,,,,,,,,,,,,,,,
33285,GHonG,Maria,Reyes,22,Female,Philippines,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
90010,sWNRu,Rosa,Torres,23,Female,Philippines,Financial and Managerial Accounting,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
15457,GlGuA,Fernando,Gonzalez,21,Male,Brunei,Financial and Managerial Accounting,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
35611,AltE9,Alicia,Ramos,30,Female,Cambodia,Leadership and Strategic Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
98978,1djFs,Maria,Reyes,20,Female,Myanmar,General Business and Management,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,3.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,BCO7002,Experience Management,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0
77041,ikJVT,Jessica,Fernandez,21,Female,Singapore,Data-Driven Decision Making and Analytics,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
94090,5zHhT,Alberto,Santos,31,Male,Indonesia,Data-Driven Decision Making and Analytics,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,,,,,,,,,,,,
80009,FlV4R,Ismael,Cruz,18,Male,Myanmar,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO7005,Data Security and Governance,2.0,12.0,,,,,,,,,,,,
87092,wmi2z,Miguel,Rivera,31,Male,Vietnam,Digital Media and Content Creation,BCO7002,Experience Management,4,12,BCO6008,Predictive Analytics,2.0,12.0,,,,,,,,,,,,,,,,
87753,6KgCc,Jessica,Ramos,28,Female,Laos,Financial and Managerial Accounting,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
03699,AZDnm,Ricardo,Garcia,26,Male,Malaysia,Digital Media and Content Creation,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,
73122,zW9Gz,Angelica,Reyes,27,Female,Vietnam,Information Technology and Systems,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4.0,12.0,BCO7000,Business Analytics,1.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
69350,THBo7,Carlos,Reyes,21,Male,Laos,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
73559,8rvLb,Ricardo,Rivera,33,Male,Thailand,Leadership and Strategic Management,BAO6504,Accounting for Management,1,12,BCO7005,Data Security and Governance,2.0,12.0,BCO7002,Experience Management,4.0,12.0,,,,,,,,,,,,
55964,nj4zX,Alicia,Reyes,27,Female,Singapore,General Business and Management,BCO7000,Business Analytics,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
45398,2Zoc3,Roberto,Martinez,28,Male,Myanmar,Data-Driven Decision Making and Analytics,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
72439,ofy7c,Luisa,Gonzalez,20,Female,Thailand,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,1,12,BCO6008,Predictive Analytics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
19936,h6YqO,Ricardo,Garcia,26,Male,Thailand,Operations and Supply Chain Management,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
19924,vWStJ,Veronica,Garcia,19,Female,Laos,Information Technology and Systems,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
41276,x8O2J,Ricardo,Gonzalez,24,Male,Philippines,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
00711,rTHPv,Rosa,Rivera,27,Female,Thailand,Operations and Supply Chain Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
20695,cnO5f,Fernando,Ramos,28,Male,Malaysia,Data-Driven Decision Making and Analytics,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
35731,IzAf9,Miguel,Cruz,35,Male,Malaysia,Leadership and Strategic Management,BCO7003,Analytics Project M anagement,1,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
23125,CDaTd,Alberto,Cruz,21,Male,Malaysia,General Business and Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,1.0,12.0,BCO7002,Experience Management,4.0,12.0,BAO6504,Accounting for Management,1.0,12.0,,,,,,,,
84804,qh0vw,Maria,Flores,31,Female,Myanmar,Information Technology and Systems,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,,,,,
39978,g6kBY,Carlos,Flores,22,Male,Malaysia,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2.0,12.0,,,,,,,,,,,,,,,,
90263,24Luf,Miguel,Ramos,29,Male,Vietnam,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
73799,xbesw,Roberto,Flores,32,Male,Singapore,Information Technology and Systems,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,,,,,
44737,FXefW,Miguel,Santos,19,Male,Myanmar,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,1.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
13062,LVk9x,Roberto,Reyes,35,Male,Brunei,General Business and Management,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO7007,Machine Learning,2.0,12.0,,,,,,,,,,,,
59608,wDJgm,Carlos,Garcia,21,Male,Laos,Operations and Supply Chain Management,BCO7000,Business Analytics,1,12,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,,,,,
98078,ltdor,Rosa,Reyes,18,Female,Vietnam,Information Technology and Systems,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1.0,12.0,BCO7007,Machine Learning,2.0,12.0,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,
71461,kkaoP,Jessica,Garcia,34,Female,Malaysia,Digital Media and Content Creation,BEO6600,Business Economics,2,12,BAO6504,Accounting for Management,1.0,12.0,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,
95782,bLDdW,Rosa,Fernandez,30,Female,Laos,Operations and Supply Chain Management,BAO6504,Accounting for Management,1,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
60569,SKHi6,Veronica,Flores,34,Female,Indonesia,Financial and Managerial Accounting,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,
47441,6IHMN,Luisa,Rivera,25,Female,Singapore,Operations and Supply Chain Management,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
00330,szrDb,Ricardo,Torres,22,Male,Singapore,Marketing Strategy and Consumer Behavior,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
02284,rzA8V,Ricardo,Santos,25,Male,Vietnam,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
61080,PUqrT,Rosa,Fernandez,23,Female,Thailand,Operations and Supply Chain Management,BCO7003,Analytics Project M anagement,1,12,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
25384,dA3o7,Miguel,Torres,18,Male,Myanmar,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,,,,,,,,,,,,,,,,,,,,
82089,rU5Px,Sofia,Rivera,33,Female,Philippines,Marketing Strategy and Consumer Behavior,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
73487,aiEic,Jessica,Garcia,35,Female,Brunei,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,2,12,BCO7000,Business Analytics,1.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
07746,NIqqb,Veronica,Cruz,29,Female,Cambodia,Leadership and Strategic Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2.0,12.0,BEO6600,Business Economics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,
92817,fE3yk,Maria,Garcia,22,Female,Malaysia,Digital Media and Content Creation,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
26767,CC26u,Juan,Garcia,33,Male,Indonesia,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BAO6504,Accounting for Management,1.0,12.0,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,
27046,btHAB,Veronica,Rivera,32,Female,Thailand,Financial and Managerial Accounting,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
98973,C5fHV,Sofia,Ramos,24,Female,Myanmar,Information Technology and Systems,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,
42151,GAMBf,Roberto,Gonzalez,30,Male,Cambodia,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,4,12,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,,,,,
23270,FsB1f,Isabela,Gonzalez,25,Female,Singapore,General Business and Management,BCO7000,Business Analytics,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
85476,YwqZf,Carlos,Fernandez,24,Male,Thailand,Digital Media and Content Creation,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,1.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,,,,,
39826,tBICP,Roberto,Gonzalez,19,Male,Brunei,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
15868,Dqztw,Isabela,Santos,34,Female,Myanmar,Leadership and Strategic Management,BCO7003,Analytics Project M anagement,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
41940,RNPHh,Jose,Fernandez,33,Male,Malaysia,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
23900,09xWy,Miguel,Cruz,35,Male,Vietnam,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
36682,H1Slx,Veronica,Garcia,19,Female,Cambodia,Financial and Managerial Accounting,BEO6600,Business Economics,2,12,BAO6504,Accounting for Management,1.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,
28947,v4Rb0,Miguel,Martinez,20,Male,Cambodia,Leadership and Strategic Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,1.0,12.0,WOM1000,Women in STEM,1.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,
78466,XZ30P,Jose,Ramos,32,Male,Thailand,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,BAO6504,Accounting for Management,1.0,12.0,,,,,,,,,,,,,,,,
26987,A8E1N,Carmen,Garcia,23,Female,Laos,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
47988,35oem,Carmen,Reyes,33,Female,Vietnam,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
31429,6VzMg,Isabela,Morales,23,Female,Singapore,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,4,12,BAO6504,Accounting for Management,1.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
39074,cUj9H,Antonio,Rivera,30,Male,Philippines,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
44295,lrk8u,Maria,Gonzalez,33,Female,Cambodia,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO6008,Predictive Analytics,2.0,12.0,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
65791,Y35eZ,Alberto,Morales,22,Male,Philippines,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BCO7007,Machine Learning,2.0,12.0,,,,,,,,,,,,
02393,f2q3Z,Carmen,Torres,21,Female,Singapore,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,BCO7000,Business Analytics,1.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
48038,wT0to,Luisa,Fernandez,27,Female,Cambodia,Data-Driven Decision Making and Analytics,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
75621,hDS8M,Fernando,Fernandez,19,Male,Malaysia,Information Technology and Systems,BCO7002,Experience Management,4,12,BCO7005,Data Security and Governance,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
37018,Gsjl0,Ricardo,Ramos,20,Male,Singapore,Information Technology and Systems,BCO7000,Business Analytics,1,12,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,,,,,
10099,NlQMY,Fernando,Rivera,33,Male,Myanmar,Leadership and Strategic Management,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,,,,,
63686,dLjRD,Luisa,Martinez,31,Female,Thailand,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6600,Business Economics,2.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,
88462,TeXjo,Ismael,Morales,23,Male,Indonesia,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,1.0,12.0,BCO7007,Machine Learning,2.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,
96649,CT8OB,Roberto,Torres,32,Male,Singapore,Digital Media and Content Creation,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,,,,,,,,,,,,
79773,pYyMf,Antonio,Santos,26,Male,Vietnam,Digital Media and Content Creation,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BEO6600,Business Economics,2.0,12.0,BCO7003,Analytics Project M anagement,1.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,
42025,CnjjJ,Jessica,Flores,24,Female,Indonesia,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
