st_id,password,first_name,last_name,age,gender,nationality,interest,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
94675,N5EAq,Ismael,Reyes,30,Male,Philippines,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO6008,Predictive Analytics,2.0,12.0,BCO7003,Analytics Project M anagement,1.0,12.0,,,,,,,,,,,,
78511,S1YoL,Juan,Cruz,26,Male,Singapore,General Business and Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
22997,muMj6,Alicia,Garcia,28,Female,Indonesia,General Business and Management,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4.0,12.0,BCO7006,Coding for Business Analytics,1.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
82024,yggKf,Fernando,Torres,19,Male,Malaysia,Information Technology and Systems,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BAO6504,Accounting for Management,1.0,12.0,,,,,,,,,,,,
17409,gJ9g5,Roberto,Garcia,33,Male,Vietnam,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
08353,WroGq,Fernando,Torres,25,Male,Vietnam,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1.0,12.0,BCO7005,Data Security and Governance,2.0,12.0,,,,,,,,,,,,
57028,LBgap,Jose,Gonzalez,22,Male,Myanmar,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
70818,JtvPO,Sofia,Rivera,30,Female,Vietnam,Information Technology and Systems,BCO7004,Business Data Mining and Warehousing,4,12,BAO6504,Accounting for Management,1.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
55967,jxB4T,Fernando,Morales,21,Male,Cambodia,Financial and Managerial Accounting,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
35245,Mt11N,Jessica,Fernandez,20,Female,Brunei,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
27863,SwQiL,Antonio,Ramos,21,Male,Myanmar,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
40138,ajmFT,Alberto,Fernandez,31,Male,Myanmar,Operations and Supply Chain Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,
27134,MNMHE,Juan,Garcia,24,Male,Myanmar,Information Technology and Systems,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
56821,0b9dg,Isabela,Ramos,24,Female,Malaysia,Operations and Supply Chain Management,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1.0,12.0,BAO6504,Accounting for Management,1.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,
58368,c9D9l,Rosa,Ramos,35,Female,Thailand,Marketing Strategy and Consumer Behavior,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,
68561,58Rkg,Luisa,Cruz,26,Female,Indonesia,Digital Media and Content Creation,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
18878,VY8Ou,Jessica,Garcia,20,Female,Singapore,General Business and Management,BCO7006,Coding for Business Analytics,1,12,BEO6600,Business Economics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
01188,Rzu3E,Jessica,Santos,28,Female,Laos,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
31877,KKaoj,Alberto,Cruz,25,Male,Myanmar,General Business and Management,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,BCO7002,Experience Management,4.0,12.0,BEO6600,Business Economics,2.0,12.0,,,,
94282,3Q2Ii,Veronica,Cruz,24,Female,Malaysia,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
53089,rbHOu,Angelica,Morales,33,Female,Cambodia,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,
43613,cI3D0,Sofia,Cruz,34,Female,Myanmar,Financial and Managerial Accounting,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
27363,usWpR,Carlos,Rivera,29,Male,Indonesia,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
50450,MEkzA,Carlos,Santos,32,Male,Singapore,Financial and Managerial Accounting,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1.0,12.0,BAO6504,Accounting for Management,1.0,12.0,,,,,,,,,,,,
80185,Ohgvv,Fernando,Fernandez,29,Male,Laos,Information Technology and Systems,BCO7006,Coding for Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,,,,,,,,,
66660,HbDvx,Ismael,Rivera,31,Male,Cambodia,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
07187,mV9h3,Isabela,Rivera,21,Female,Indonesia,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,
34814,7Hedk,Jose,Morales,24,Male,Laos,Marketing Strategy and Consumer Behavior,BAO6504,Accounting for Management,1,12,BCO7005,Data Security and Governance,2.0,12.0,,,,,,,,,,,,,,,,
02644,A01Z0,Carlos,Garcia,31,Male,Philippines,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1.0,12.0,,,,,,,,,,,,,,,,
66560,yb3RD,Ismael,Gonzalez,30,Male,Vietnam,General Business and Management,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1.0,12.0,,,,,,,,,,,,,,,,
94187,sCNay,Alicia,Santos,35,Female,Philippines,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
07607,zmctG,Ismael,Ramos,24,Male,Malaysia,General Business and Management,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,,,,,,,,,,,,
74676,4z5E1,Jessica,Garcia,26,Female,Laos,Information Technology and Systems,BCO7000,Business Analytics,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
29623,Qn7jY,Antonio,Rivera,25,Male,Philippines,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BCO7000,Business Analytics,1.0,12.0,,,,,,,,,,,,
96823,ScGQw,Juan,Garcia,24,Male,Brunei,Data-Driven Decision Making and Analytics,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
76892,skVZe,Roberto,Reyes,22,Male,Thailand,Information Technology and Systems,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4.0,12.0,,,,,,,,,,,,,,,,
02549,2OKJx,Alicia,Flores,29,Female,Singapore,Financial and Managerial Accounting,BCO7000,Business Analytics,1,12,BCO7002,Experience Management,4.0,12.0,BCO7005,Data Security and Governance,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
21945,CqcVQ,Miguel,Reyes,18,Male,Malaysia,Digital Media and Content Creation,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
76341,nqcYj,Ismael,Torres,25,Male,Cambodia,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,,,,,,,,,
20506,7BtCu,Maria,Torres,27,Female,Thailand,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,1.0,12.0,BCO7002,Experience Management,4.0,12.0,,,,,,,,,,,,
15932,p1zIM,Carmen,Gonzalez,30,Female,Cambodia,General Business and Management,BCO6008,Predictive Analytics,2,12,BAO6504,Accounting for Management,1.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
06216,WRXdf,Sofia,Santos,33,Female,Philippines,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
60934,PI3e4,Jessica,Santos,30,Female,Philippines,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,
16044,fP2NM,Carlos,Reyes,31,Male,Myanmar,Financial and Managerial Accounting,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO7007,Machine Learning,2.0,12.0,,,,,,,,,,,,
22503,O610X,Alberto,Morales,19,Male,Malaysia,Leadership and Strategic Management,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
01362,ztbRM,Carmen,Martinez,29,Female,Indonesia,Operations and Supply Chain Management,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,
07593,G6LZs,Roberto,Santos,29,Male,Brunei,Leadership and Strategic Management,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
79036,XBgfj,Jessica,Gonzalez,24,Female,Cambodia,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
81905,Vb7sL,Alicia,Flores,28,Female,Brunei,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,3.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,
90055,9dYwE,Juan,Reyes,25,Male,Myanmar,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
42303,XJwuo,Antonio,Ramos,24,Male,Singapore,Data-Driven Decision Making and Analytics,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
74457,dzrRf,Jessica,Fernandez,31,Female,Indonesia,General Business and Management,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
78946,85LvI,Maria,Fernandez,25,Female,Thailand,Operations and Supply Chain Management,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
80021,fQxVN,Jose,Fernandez,32,Male,Singapore,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO7007,Machine Learning,2.0,12.0,,,,,,,,,,,,
15042,M8Gel,Alberto,Reyes,19,Male,Cambodia,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
24287,fcKS9,Fernando,Fernandez,28,Male,Brunei,Digital Media and Content Creation,BAO6504,Accounting for Management,1,12,BCO7007,Machine Learning,2.0,12.0,,,,,,,,,,,,,,,,
93218,alJzq,Isabela,Flores,25,Female,Brunei,Data-Driven Decision Making and Analytics,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
34958,Rvyia,Alberto,Fernandez,20,Male,Myanmar,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
79017,Mr1KI,Rosa,Flores,34,Female,Philippines,Marketing Strategy and Consumer Behavior,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
40520,NBVvv,Ricardo,Garcia,33,Male,Philippines,Marketing Strategy and Consumer Behavior,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
90034,SsbgK,Jose,Ramos,30,Male,Cambodia,Data-Driven Decision Making and Analytics,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
70008,tjuJQ,Maria,Gonzalez,32,Female,Philippines,Operations and Supply Chain Management,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
95233,BHZVk,Fernando,Flores,20,Male,Brunei,Marketing Strategy and Consumer Behavior,BCO7004,Business Data Mining and Warehousing,4,12,BCO6008,Predictive Analytics,2.0,12.0,,,,,,,,,,,,,,,,
61028,RVkIT,Maria,Santos,35,Female,Cambodia,Marketing Strategy and Consumer Behavior,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
64051,elDXd,Maria,Rivera,20,Female,Myanmar,Financial and Managerial Accounting,BCO7003,Analytics Project M anagement,1,12,BCO7007,Machine Learning,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,
49065,irKbF,Maria,Ramos,25,Female,Singapore,Digital Media and Content Creation,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
84406,eZGwb,Isabela,Reyes,19,Female,Cambodia,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
48922,E7Bdm,Rosa,Santos,26,Female,Philippines,General Business and Management,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
79027,rVFWp,Fernando,Martinez,27,Male,Thailand,Data-Driven Decision Making and Analytics,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
90702,Qssn5,Miguel,Fernandez,32,Male,Malaysia,Financial and Managerial Accounting,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
70479,iuGuL,Luisa,Cruz,25,Female,Indonesia,General Business and Management,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,,,,,
69565,FkkPo,Roberto,Gonzalez,30,Male,Singapore,Digital Media and Content Creation,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,,,,,
38614,Ukr2X,Ismael,Gonzalez,25,Male,Myanmar,Operations and Supply Chain Management,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
32416,pzmMj,Juan,Flores,31,Male,Malaysia,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
24856,hZSLD,Angelica,Morales,25,Female,Vietnam,Leadership and Strategic Management,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,,,,,
10349,2NlnA,Ricardo,Gonzalez,19,Male,Myanmar,Leadership and Strategic Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,
21186,G2btt,Jessica,Flores,33,Female,Malaysia,Financial and Managerial Accounting,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,1.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,BAO6504,Accounting for Management,1.0,12.0,WOM1000,Women in STEM,3.0,12.0
99871,sHPbn,Juan,Cruz,32,Male,Laos,Operations and Supply Chain Management,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4.0,12.0,BAO6504,Accounting for Management,1.0,12.0,,,,,,,,,,,,
88199,GiWbg,Alicia,Rivera,24,Female,Myanmar,Operations and Supply Chain Management,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,BCO7002,Experience Management,4.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,
67310,0TsYu,Isabela,Morales,27,Female,Cambodia,Data-Driven Decision Making and Analytics,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
41161,9pSIg,Miguel,Reyes,21,Male,Myanmar,General Business and Management,BCO6008,Predictive Analytics,2,12,BAO6504,Accounting for Management,1.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
47630,BcKnT,Maria,Torres,29,Female,Malaysia,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,,,,,
05197,FT0YT,Antonio,Martinez,28,Male,Laos,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
42639,2Na7h,Jose,Rivera,28,Male,Philippines,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
42934,tBi7C,Carmen,Flores,19,Female,Singapore,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
93142,ivhRJ,Rosa,Torres,27,Female,Philippines,Financial and Managerial Accounting,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2.0,12.0,BEO6600,Business Economics,2.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,
00798,YhQA6,Juan,Torres,23,Male,Philippines,Financial and Managerial Accounting,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
58232,wicpT,Fernando,Reyes,32,Male,Myanmar,Information Technology and Systems,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
77169,2ElLV,Carmen,Santos,31,Female,Myanmar,Digital Media and Content Creation,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,
41387,PtUZt,Angelica,Garcia,28,Female,Philippines,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
18176,rmH2F,Juan,Flores,29,Male,Indonesia,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,2,12,BAO6504,Accounting for Management,1.0,12.0,,,,,,,,,,,,,,,,
41687,D8Gz6,Alicia,Rivera,25,Female,Cambodia,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
35001,jEYnb,Alicia,Torres,35,Female,Thailand,Operations and Supply Chain Management,BAO6504,Accounting for Management,1,12,WOM1000,Women in STEM,1.0,12.0,,,,,,,,,,,,,,,,
65914,sxAOQ,Jessica,Santos,28,Female,Myanmar,Information Technology and Systems,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BCO7005,Data Security and Governance,2.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,
18542,BPuSA,Alberto,Reyes,26,Male,Myanmar,Digital Media and Content Creation,WOM1000,Women in STEM,1,12,BCO7002,Experience Management,4.0,12.0,BCO7005,Data Security and Governance,2.0,12.0,,,,,,,,,,,,
21982,tazRM,Antonio,Ramos,30,Male,Laos,Operations and Supply Chain Management,BCO7002,Experience Management,4,12,BCO7000,Business Analytics,1.0,12.0,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,
92137,qAwIu,Rosa,Reyes,30,Female,Vietnam,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,,,,,
03750,RwDoe,Juan,Flores,26,Male,Laos,Leadership and Strategic Management,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,,,,,,,,,,,,
38702,EUaVZ,Ismael,Garcia,21,Male,Cambodia,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO6008,Predictive Analytics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,
50803,UHUPz,Roberto,Garcia,32,Male,Malaysia,Information Technology and Systems,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4.0,12.0,BCO7004,Business Data Mining and Warehousing,4.0,12.0,BCO7007,Machine Learning,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,
02725,Jk8ZF,Alicia,Gonzalez,35,Female,Indonesia,Leadership and Strategic Management,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4.0,12.0,BCO7007,Machine Learning,2.0,12.0,WOM1000,Women in STEM,2.0,12.0,,,,,,,,
72624,gqaKd,Angelica,Morales,19,Female,Malaysia,Data-Driven Decision Making and Analytics,WOM1000,Women in STEM,1,12,BCO6008,Predictive Analytics,2.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,,,,,,,,,
89926,n8Vfb,Carmen,Morales,34,Female,Vietnam,Leadership and Strategic Management,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
13876,AV0sC,Isabela,Santos,34,Female,Thailand,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2.0,12.0,WOM1000,Women in STEM,3.0,12.0,,,,,,,,,,,,
61288,iFLK7,Fernando,Torres,24,Male,Singapore,Marketing Strategy and Consumer Behavior,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
52191,kRwJG,Ismael,Torres,25,Male,Singapore,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2.0,12.0,BCO7005,Data Security and Governance,2.0,12.0,BCO7002,Experience Management,4.0,12.0,BEO6000,Data Analysis for Business,3.0,12.0,,,,
93037,J2sBU,Ismael,Martinez,29,Male,Myanmar,Financial and Managerial Accounting,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1.0,12.0,,,,,,,,,,,,,,,,
94912,ageAE,Jessica,Torres,33,Female,Cambodia,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3.0,12.0,WOM1000,Women in STEM,4.0,12.0,,,,,,,,,,,,
97270,mxVrP,Antonio,Ramos,26,Male,Brunei,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2.0,12.0,,,,,,,,,,,,,,,,
